timestamp,open,high,low,close,volume,turnover
2025-06-11 16:00:00,109743.5,109828.9,109350.0,109592.0,267.446324,29296495.91335149
2025-06-11 15:00:00,109882.9,110041.8,109656.3,109743.5,374.103608,41086193.79991335
2025-06-11 14:00:00,109682.2,110399.7,109641.9,109882.9,801.021799,88178674.81738937
2025-06-11 13:00:00,109711.1,109891.9,109312.2,109682.2,577.902329,63346691.41495441
2025-06-11 12:00:00,109250.1,109934.1,109012.4,109711.1,979.824607,107306605.26790754
2025-06-11 11:00:00,109369.9,109386.0,109191.5,109250.1,206.65265,22579021.6177449
2025-06-11 10:00:00,109258.4,109479.8,109184.9,109369.9,181.854429,19879808.39118585
2025-06-11 09:00:00,109562.8,109602.8,109213.9,109258.4,252.906564,27657462.46150176
2025-06-11 08:00:00,109433.4,109663.3,109433.4,109562.8,190.786749,20900117.3556321
2025-06-11 07:00:00,109584.8,109724.6,109427.9,109433.4,206.242061,22601640.3684888
2025-06-11 06:00:00,109474.4,109673.2,109361.4,109584.8,232.080671,25407092.31238285
2025-06-11 05:00:00,109571.5,109665.8,109428.8,109474.4,135.611237,14852042.22545773
2025-06-11 04:00:00,109716.3,109739.5,109550.7,109571.5,109.945991,12052567.4858588
2025-06-11 03:00:00,109676.6,109867.1,109612.6,109716.3,153.363649,16828999.2818784
2025-06-11 02:00:00,109598.1,109850.7,109533.2,109676.6,124.916695,13697812.47268404
2025-06-11 01:00:00,109826.7,109836.2,109556.3,109598.1,226.003049,24787250.8569015
2025-06-11 00:00:00,110280.5,110287.1,109778.6,109826.7,297.575088,32732900.41970485
2025-06-10 23:00:00,109721.7,110299.9,109587.0,110280.5,311.114567,34208270.1497632
2025-06-10 22:00:00,109859.9,110168.2,109600.1,109721.7,326.282682,35870618.17754877
2025-06-10 21:00:00,109955.2,109993.0,109413.9,109859.9,223.235011,24502290.04986336
2025-06-10 20:00:00,109518.7,110000.0,109240.3,109955.2,282.832436,30987357.19764447
2025-06-10 19:00:00,109281.7,110389.9,109281.7,109518.7,648.209089,71188965.9849361
2025-06-10 18:00:00,108711.0,109477.8,108513.5,109281.7,349.793602,38121841.64664523
2025-06-10 17:00:00,108724.5,109062.4,108610.3,108711.0,231.604894,25203738.1525636
2025-06-10 16:00:00,109014.8,109255.5,108683.0,108724.5,316.880562,34534796.00425967
2025-06-10 15:00:00,108618.2,109200.0,108334.1,109014.8,708.265676,77063542.12696828
